,doublet
36_118_073__s69,0.0
36_129_139__s69,0.0
36_130_101__s69,0.0
36_130_124__s69,0.0
36_130_170__s69,0.0
36_130_175__s69,0.0
36_141_034__s69,0.0
36_141_090__s69,0.0
36_141_122__s69,0.0
36_141_132__s69,0.0
36_141_165__s69,0.0
36_142_021__s69,0.0
36_142_139__s69,0.0
36_142_148__s69,0.0
36_153_162__s69,0.0
36_153_190__s69,0.0
36_154_007__s69,0.0
36_154_061__s69,0.0
36_154_160__s69,0.0
36_154_189__s69,0.0
36_165_037__s69,0.0
36_177_034__s69,0.0
36_177_155__s69,0.0
36_177_188__s69,0.0
36_178_005__s69,0.0
36_178_143__s69,0.0
36_189_075__s69,0.0
36_189_139__s69,0.0
36_190_101__s69,0.0
58_105_086__s69,0.0
58_105_117__s69,0.0
58_105_174__s69,0.0
58_106_102__s69,0.0
58_106_151__s69,0.0
58_106_179__s69,1.0
58_117_049__s69,0.0
58_117_074__s69,0.0
58_117_112__s69,0.0
58_117_154__s69,0.0
58_118_037__s69,0.0
58_118_053__s69,0.0
58_118_108__s69,0.0
58_129_064__s69,0.0
58_129_072__s69,0.0
58_130_042__s69,0.0
58_130_072__s69,0.0
58_130_092__s69,0.0
58_130_183__s69,0.0
58_141_092__s69,0.0
58_142_020__s69,0.0
58_142_167__s69,1.0
58_153_098__s69,0.0
58_153_116__s69,0.0
58_153_158__s69,0.0
58_153_175__s69,0.0
58_154_094__s69,0.0
58_154_111__s69,1.0
58_165_002__s69,0.0
58_165_004__s69,0.0
58_166_064__s69,0.0
58_166_139__s69,0.0
58_166_178__s69,0.0
58_177_053__s69,0.0
58_177_121__s69,1.0
58_177_152__s69,0.0
58_178_161__s69,0.0
58_189_008__s69,0.0
58_189_044__s69,0.0
58_190_066__s69,0.0
58_190_139__s69,0.0
02_105_001__s69,0.0
02_105_006__s69,0.0
02_105_058__s69,0.0
02_106_021__s69,1.0
02_106_157__s69,1.0
02_117_087__s69,1.0
02_129_129__s69,0.0
02_130_022__s69,0.0
02_130_040__s69,0.0
02_130_146__s69,0.0
02_141_160__s69,0.0
02_141_173__s69,0.0
02_142_158__s69,0.0
02_153_058__s69,0.0
02_153_188__s69,1.0
02_165_055__s69,0.0
02_165_099__s69,0.0
02_165_148__s69,0.0
02_165_158__s69,0.0
02_166_175__s69,0.0
02_177_141__s69,0.0
02_178_160__s69,0.0
02_178_188__s69,0.0
02_190_057__s69,0.0
02_190_121__s69,0.0
02_190_174__s69,0.0
77_105_029__s69,0.0
77_105_088__s69,0.0
77_106_018__s69,0.0
77_106_033__s69,0.0
77_106_045__s69,0.0
77_106_072__s69,0.0
77_106_120__s69,0.0
77_106_132__s69,0.0
77_106_150__s69,0.0
77_106_160__s69,1.0
77_117_126__s69,0.0
77_118_039__s69,0.0
77_118_117__s69,0.0
77_129_109__s69,0.0
77_129_162__s69,0.0
77_142_176__s69,0.0
77_153_003__s69,0.0
77_153_048__s69,0.0
77_154_078__s69,0.0
77_154_154__s69,0.0
77_166_175__s69,0.0
77_177_164__s69,0.0
77_177_165__s69,0.0
77_178_039__s69,0.0
77_178_044__s69,0.0
77_178_045__s69,0.0
77_178_061__s69,0.0
77_178_152__s69,0.0
77_189_018__s69,0.0
80_105_142__s69,0.0
80_105_191__s69,0.0
80_106_073__s69,0.0
80_106_140__s69,0.0
80_106_145__s69,0.0
80_106_149__s69,0.0
80_117_005__s69,0.0
80_117_174__s69,0.0
80_118_069__s69,0.0
80_118_092__s69,0.0
80_129_001__s69,0.0
80_129_037__s69,0.0
80_129_125__s69,0.0
80_129_152__s69,0.0
80_129_161__s69,0.0
80_129_162__s69,0.0
80_129_164__s69,0.0
80_129_187__s69,0.0
80_130_016__s69,0.0
80_141_064__s69,0.0
80_141_074__s69,0.0
80_142_076__s69,0.0
80_142_134__s69,0.0
80_142_165__s69,0.0
80_154_006__s69,0.0
80_154_028__s69,0.0
80_154_094__s69,0.0
80_165_098__s69,0.0
80_165_165__s69,0.0
80_165_171__s69,0.0
80_177_025__s69,0.0
80_177_037__s69,0.0
80_177_111__s69,0.0
80_177_128__s69,0.0
80_178_019__s69,0.0
80_178_038__s69,0.0
80_178_073__s69,0.0
80_178_150__s69,0.0
80_178_169__s69,0.0
80_189_142__s69,0.0
80_190_036__s69,1.0
14_105_031__s69,0.0
14_105_132__s69,1.0
14_105_171__s69,0.0
14_106_060__s69,0.0
14_106_101__s69,1.0
14_106_118__s69,0.0
14_117_149__s69,1.0
14_118_170__s69,0.0
14_130_002__s69,0.0
14_130_148__s69,0.0
14_141_148__s69,0.0
14_141_176__s69,0.0
14_141_183__s69,0.0
14_142_026__s69,0.0
14_142_065__s69,0.0
14_153_046__s69,0.0
14_153_055__s69,0.0
14_165_049__s69,0.0
14_165_078__s69,0.0
14_165_167__s69,0.0
14_165_192__s69,0.0
14_166_023__s69,0.0
14_166_056__s69,0.0
14_166_151__s69,0.0
14_177_053__s69,0.0
14_177_088__s69,1.0
14_177_108__s69,0.0
14_177_165__s69,0.0
14_177_177__s69,0.0
14_177_183__s69,0.0
14_178_041__s69,0.0
14_189_055__s69,0.0
14_189_084__s69,0.0
14_189_090__s69,0.0
14_189_133__s69,0.0
14_189_159__s69,0.0
14_190_015__s69,1.0
14_190_032__s69,0.0
14_190_082__s69,1.0
14_190_120__s69,0.0
14_190_184__s69,0.0
82_105_152__s69,0.0
82_106_089__s69,0.0
82_106_153__s69,1.0
82_106_172__s69,0.0
82_117_066__s69,0.0
82_117_082__s69,0.0
82_117_115__s69,0.0
82_117_152__s69,0.0
82_118_097__s69,0.0
82_118_107__s69,0.0
82_118_134__s69,1.0
82_118_161__s69,0.0
82_129_101__s69,0.0
82_129_132__s69,0.0
82_129_150__s69,0.0
82_129_161__s69,0.0
82_130_030__s69,0.0
82_130_033__s69,1.0
82_130_150__s69,0.0
82_141_109__s69,0.0
82_142_032__s69,0.0
82_142_049__s69,0.0
82_153_017__s69,1.0
82_153_114__s69,1.0
82_153_118__s69,0.0
82_153_156__s69,0.0
82_154_020__s69,0.0
82_154_069__s69,0.0
82_165_016__s69,0.0
82_165_090__s69,0.0
82_165_133__s69,0.0
82_166_052__s69,0.0
82_177_030__s69,0.0
82_177_037__s69,0.0
82_177_077__s69,1.0
82_177_078__s69,1.0
82_177_152__s69,0.0
82_178_106__s69,0.0
82_178_133__s69,0.0
82_178_182__s69,1.0
82_189_053__s69,0.0
82_190_187__s69,1.0
07_105_019__s69,0.0
07_105_114__s69,0.0
07_105_125__s69,0.0
07_105_158__s69,0.0
07_105_161__s69,0.0
07_117_036__s69,0.0
07_117_087__s69,0.0
07_118_005__s69,0.0
07_118_028__s69,0.0
07_118_078__s69,0.0
07_118_142__s69,0.0
07_129_023__s69,0.0
07_129_054__s69,0.0
07_129_119__s69,0.0
07_129_139__s69,0.0
07_130_031__s69,0.0
07_130_130__s69,0.0
07_130_164__s69,0.0
07_141_058__s69,0.0
07_141_155__s69,0.0
07_142_028__s69,0.0
07_153_002__s69,0.0
07_153_152__s69,1.0
07_154_072__s69,0.0
07_154_169__s69,0.0
07_154_189__s69,0.0
07_165_048__s69,0.0
07_166_006__s69,0.0
07_166_092__s69,0.0
07_166_096__s69,0.0
07_166_111__s69,0.0
07_166_130__s69,0.0
07_166_173__s69,0.0
07_177_089__s69,0.0
07_177_109__s69,0.0
07_178_015__s69,0.0
07_178_137__s69,0.0
07_178_146__s69,0.0
07_189_036__s69,0.0
07_189_164__s69,0.0
07_189_187__s69,0.0
07_189_190__s69,0.0
07_190_079__s69,0.0
07_190_163__s69,0.0
11_105_039__s69,0.0
11_105_063__s69,0.0
11_105_121__s69,0.0
11_105_151__s69,0.0
11_106_067__s69,0.0
11_106_079__s69,0.0
11_106_093__s69,0.0
11_117_177__s69,0.0
11_118_114__s69,0.0
11_118_148__s69,1.0
11_118_190__s69,0.0
11_129_092__s69,0.0
11_129_123__s69,0.0
11_130_132__s69,0.0
11_141_013__s69,0.0
11_141_108__s69,0.0
11_141_144__s69,0.0
11_141_146__s69,0.0
11_142_056__s69,0.0
11_142_067__s69,0.0
11_142_113__s69,0.0
11_142_117__s69,0.0
11_142_189__s69,0.0
11_142_190__s69,0.0
11_153_080__s69,0.0
11_153_108__s69,1.0
11_153_152__s69,0.0
11_154_036__s69,0.0
11_154_106__s69,0.0
11_154_157__s69,0.0
11_165_176__s69,0.0
11_166_183__s69,0.0
11_177_005__s69,0.0
11_177_038__s69,0.0
11_177_153__s69,0.0
11_177_156__s69,1.0
11_177_158__s69,1.0
11_178_068__s69,0.0
11_178_126__s69,0.0
11_189_095__s69,0.0
11_190_043__s69,0.0
11_190_145__s69,0.0
74_106_006__s69,0.0
74_106_106__s69,0.0
74_117_072__s69,0.0
74_117_139__s69,0.0
74_118_158__s69,0.0
74_129_050__s69,0.0
74_129_124__s69,0.0
74_141_006__s69,0.0
74_141_056__s69,0.0
74_141_132__s69,0.0
74_142_117__s69,0.0
74_142_124__s69,0.0
74_153_178__s69,1.0
74_154_042__s69,0.0
74_154_045__s69,0.0
74_154_047__s69,0.0
74_165_066__s69,0.0
74_165_125__s69,0.0
74_165_166__s69,1.0
74_166_189__s69,0.0
74_177_012__s69,0.0
74_177_072__s69,0.0
74_177_145__s69,0.0
74_178_109__s69,0.0
74_189_080__s69,0.0
74_190_157__s69,0.0
74_190_163__s69,1.0
47_105_011__s69,0.0
47_105_030__s69,0.0
47_105_034__s69,0.0
47_105_122__s69,0.0
47_105_131__s69,0.0
47_105_154__s69,0.0
47_106_006__s69,0.0
47_106_077__s69,0.0
47_106_096__s69,0.0
47_106_157__s69,0.0
47_117_069__s69,0.0
47_117_098__s69,0.0
47_117_126__s69,0.0
47_117_135__s69,0.0
47_118_185__s69,1.0
47_129_089__s69,0.0
47_129_110__s69,0.0
47_129_122__s69,0.0
47_130_031__s69,0.0
47_130_032__s69,0.0
47_130_174__s69,0.0
47_141_040__s69,0.0
47_141_154__s69,0.0
47_142_019__s69,0.0
47_153_084__s69,0.0
47_153_173__s69,0.0
47_154_011__s69,0.0
47_154_102__s69,0.0
47_154_118__s69,0.0
47_165_107__s69,0.0
47_165_166__s69,0.0
47_166_046__s69,0.0
47_166_085__s69,0.0
47_166_136__s69,0.0
47_166_146__s69,0.0
47_166_150__s69,0.0
47_177_111__s69,0.0
47_189_017__s69,0.0
47_189_049__s69,0.0
47_189_132__s69,0.0
47_189_145__s69,0.0
47_189_176__s69,0.0
47_190_149__s69,0.0
26_105_017__s69,0.0
26_105_121__s69,0.0
26_105_135__s69,0.0
26_105_142__s69,0.0
26_117_008__s69,1.0
26_117_105__s69,0.0
26_118_082__s69,0.0
26_118_140__s69,0.0
26_129_060__s69,0.0
26_129_170__s69,0.0
26_130_002__s69,0.0
26_130_134__s69,0.0
26_141_127__s69,0.0
26_142_075__s69,0.0
26_153_028__s69,0.0
26_153_031__s69,0.0
26_153_166__s69,0.0
26_154_082__s69,0.0
26_154_090__s69,0.0
26_154_116__s69,0.0
26_165_159__s69,0.0
26_177_128__s69,0.0
26_177_173__s69,0.0
26_178_023__s69,0.0
26_189_059__s69,0.0
27_105_089__s69,0.0
27_105_092__s69,0.0
27_105_103__s69,0.0
27_105_121__s69,0.0
27_105_130__s69,0.0
27_105_172__s69,0.0
27_105_175__s69,0.0
27_106_061__s69,0.0
27_117_040__s69,0.0
27_117_105__s69,0.0
27_117_146__s69,0.0
27_129_016__s69,0.0
27_129_087__s69,0.0
27_129_092__s69,0.0
27_129_100__s69,0.0
27_129_111__s69,0.0
27_130_086__s69,0.0
27_130_140__s69,0.0
27_130_162__s69,0.0
27_130_173__s69,0.0
27_130_177__s69,0.0
27_141_056__s69,0.0
27_141_061__s69,0.0
27_141_089__s69,0.0
27_141_104__s69,0.0
27_141_130__s69,0.0
27_142_044__s69,0.0
27_154_048__s69,0.0
27_154_123__s69,0.0
27_154_136__s69,0.0
27_165_012__s69,1.0
27_165_050__s69,0.0
27_166_115__s69,0.0
27_166_140__s69,0.0
27_166_141__s69,0.0
27_177_029__s69,0.0
27_177_050__s69,0.0
27_177_139__s69,1.0
27_178_015__s69,0.0
27_178_072__s69,0.0
27_189_055__s69,0.0
28_105_054__s69,0.0
28_105_116__s69,0.0
28_105_165__s69,0.0
28_106_008__s69,0.0
28_117_035__s69,0.0
28_118_033__s69,0.0
28_118_082__s69,0.0
28_130_086__s69,0.0
28_130_091__s69,0.0
28_130_151__s69,0.0
28_141_050__s69,0.0
28_141_074__s69,0.0
28_142_022__s69,0.0
28_142_028__s69,0.0
28_142_052__s69,0.0
28_142_053__s69,0.0
28_142_133__s69,0.0
28_142_144__s69,0.0
28_153_059__s69,0.0
28_153_156__s69,0.0
28_154_041__s69,0.0
28_165_036__s69,0.0
28_166_066__s69,0.0
28_166_097__s69,0.0
28_166_181__s69,0.0
28_189_014__s69,0.0
28_189_063__s69,0.0
28_189_146__s69,0.0
28_190_002__s69,0.0
28_190_047__s69,0.0
28_190_070__s69,0.0
28_190_174__s69,0.0
29_105_038__s69,0.0
29_105_179__s69,0.0
29_106_006__s69,0.0
29_106_022__s69,0.0
29_106_067__s69,0.0
29_106_081__s69,0.0
29_117_053__s69,0.0
29_117_082__s69,0.0
29_117_114__s69,1.0
29_117_141__s69,0.0
29_118_072__s69,0.0
29_118_098__s69,0.0
29_129_020__s69,0.0
29_129_062__s69,0.0
29_129_066__s69,0.0
29_129_074__s69,0.0
29_130_004__s69,0.0
29_130_089__s69,0.0
29_130_090__s69,0.0
29_130_151__s69,0.0
29_141_035__s69,0.0
29_141_040__s69,0.0
29_141_064__s69,0.0
29_141_136__s69,0.0
29_141_139__s69,0.0
29_142_044__s69,0.0
29_142_098__s69,0.0
29_142_163__s69,0.0
29_142_166__s69,0.0
29_142_183__s69,0.0
29_153_028__s69,0.0
29_154_054__s69,0.0
29_154_076__s69,0.0
29_154_079__s69,0.0
29_154_117__s69,0.0
29_154_124__s69,0.0
29_154_177__s69,0.0
29_165_109__s69,0.0
29_165_110__s69,0.0
29_165_163__s69,0.0
29_165_164__s69,0.0
29_166_008__s69,1.0
29_166_024__s69,0.0
29_166_062__s69,0.0
29_177_050__s69,0.0
29_177_094__s69,0.0
29_177_123__s69,0.0
29_177_125__s69,0.0
29_177_141__s69,0.0
29_178_121__s69,0.0
29_178_159__s69,0.0
29_189_075__s69,0.0
29_189_141__s69,0.0
29_190_022__s69,0.0
29_190_077__s69,1.0
29_190_093__s69,0.0
29_190_171__s69,0.0
30_105_008__s69,0.0
30_105_013__s69,0.0
30_105_035__s69,0.0
30_105_069__s69,0.0
30_106_003__s69,0.0
30_106_027__s69,0.0
30_106_076__s69,0.0
30_106_104__s69,0.0
30_106_118__s69,0.0
30_117_013__s69,0.0
30_117_098__s69,0.0
30_117_124__s69,0.0
30_118_009__s69,0.0
30_118_015__s69,0.0
30_118_129__s69,0.0
30_130_005__s69,0.0
30_130_154__s69,0.0
30_141_100__s69,0.0
30_141_139__s69,0.0
30_141_171__s69,0.0
30_142_044__s69,0.0
30_142_049__s69,0.0
30_142_118__s69,0.0
30_153_007__s69,0.0
30_153_034__s69,1.0
30_153_059__s69,0.0
30_154_041__s69,0.0
30_165_075__s69,0.0
30_166_001__s69,0.0
30_166_018__s69,0.0
30_166_056__s69,0.0
30_166_057__s69,0.0
30_166_111__s69,0.0
30_166_150__s69,0.0
30_177_023__s69,1.0
30_177_066__s69,0.0
30_177_113__s69,1.0
30_177_179__s69,0.0
30_189_106__s69,0.0
30_189_127__s69,0.0
30_189_162__s69,0.0
30_190_006__s69,0.0
30_190_011__s69,0.0
30_190_041__s69,0.0
30_190_099__s69,0.0
03_105_057__s69,0.0
03_117_051__s69,0.0
03_118_001__s69,0.0
03_129_036__s69,0.0
03_129_054__s69,0.0
03_129_066__s69,0.0
03_129_097__s69,0.0
03_130_061__s69,0.0
03_130_111__s69,0.0
03_141_023__s69,0.0
03_142_183__s69,0.0
03_142_190__s69,0.0
03_153_002__s69,0.0
03_154_033__s69,0.0
03_154_178__s69,0.0
03_166_093__s69,0.0
03_177_154__s69,0.0
03_177_165__s69,0.0
03_178_069__s69,0.0
03_189_057__s69,0.0
03_189_117__s69,0.0
03_189_140__s69,0.0
03_189_150__s69,0.0
03_190_058__s69,1.0
21_105_113__s69,0.0
21_105_117__s69,0.0
21_105_143__s69,0.0
21_105_169__s69,0.0
21_105_170__s69,0.0
21_105_171__s69,0.0
21_105_191__s69,0.0
21_106_090__s69,0.0
21_117_050__s69,1.0
21_117_075__s69,1.0
21_118_037__s69,0.0
21_118_189__s69,0.0
21_129_159__s69,0.0
21_130_061__s69,0.0
21_130_096__s69,0.0
21_130_173__s69,0.0
21_141_107__s69,0.0
21_141_125__s69,0.0
21_142_063__s69,0.0
21_142_108__s69,0.0
21_142_129__s69,0.0
21_153_022__s69,0.0
21_153_056__s69,0.0
21_153_060__s69,1.0
21_153_086__s69,0.0
21_153_118__s69,0.0
21_154_027__s69,0.0
21_154_147__s69,0.0
21_154_163__s69,0.0
21_154_170__s69,0.0
21_165_003__s69,0.0
21_165_045__s69,0.0
21_165_056__s69,0.0
21_165_098__s69,0.0
21_165_122__s69,0.0
21_166_026__s69,0.0
21_166_088__s69,0.0
21_177_005__s69,0.0
21_177_110__s69,0.0
21_178_049__s69,0.0
21_178_094__s69,0.0
21_178_121__s69,0.0
21_178_164__s69,0.0
21_189_014__s69,0.0
21_189_112__s69,0.0
21_189_132__s69,0.0
21_189_158__s69,0.0
21_190_022__s69,0.0
21_190_108__s69,0.0
01_105_072__s69,0.0
01_105_154__s69,0.0
01_105_159__s69,0.0
01_106_009__s69,0.0
01_106_075__s69,0.0
01_106_079__s69,1.0
01_106_092__s69,0.0
01_106_101__s69,0.0
01_106_110__s69,0.0
01_106_111__s69,0.0
01_106_130__s69,0.0
01_106_134__s69,1.0
01_117_001__s69,0.0
01_117_065__s69,0.0
01_117_082__s69,0.0
01_117_088__s69,0.0
01_117_121__s69,0.0
01_117_152__s69,0.0
01_117_160__s69,1.0
01_117_172__s69,0.0
01_117_190__s69,0.0
01_118_064__s69,0.0
01_129_035__s69,1.0
01_129_192__s69,1.0
01_130_159__s69,0.0
01_141_024__s69,0.0
01_142_030__s69,0.0
01_153_119__s69,0.0
01_153_159__s69,0.0
01_154_065__s69,0.0
01_154_090__s69,0.0
01_154_139__s69,0.0
01_154_178__s69,0.0
01_165_042__s69,0.0
01_165_081__s69,0.0
01_166_027__s69,0.0
01_166_031__s69,0.0
01_166_118__s69,0.0
01_166_139__s69,0.0
01_177_002__s69,0.0
01_177_003__s69,0.0
01_177_040__s69,1.0
01_177_129__s69,0.0
01_177_160__s69,1.0
01_177_177__s69,0.0
01_178_049__s69,0.0
01_178_090__s69,0.0
01_178_187__s69,0.0
01_189_030__s69,0.0
01_189_071__s69,0.0
01_189_101__s69,0.0
01_189_117__s69,0.0
01_189_166__s69,0.0
01_190_036__s69,0.0
01_190_072__s69,0.0
01_190_091__s69,1.0
01_190_138__s69,1.0
79_105_010__s69,0.0
79_105_066__s69,0.0
79_106_147__s69,0.0
79_117_015__s69,0.0
79_117_142__s69,0.0
79_117_163__s69,0.0
79_118_058__s69,0.0
79_118_110__s69,1.0
79_129_096__s69,0.0
79_129_108__s69,0.0
79_129_132__s69,0.0
79_129_160__s69,0.0
79_129_180__s69,0.0
79_130_083__s69,0.0
79_130_181__s69,0.0
79_141_019__s69,0.0
79_141_175__s69,0.0
79_142_016__s69,0.0
79_142_068__s69,0.0
79_142_083__s69,0.0
79_142_166__s69,0.0
79_153_032__s69,0.0
79_153_077__s69,0.0
79_153_165__s69,0.0
79_154_054__s69,0.0
79_154_177__s69,0.0
79_165_041__s69,0.0
79_165_111__s69,0.0
79_166_005__s69,0.0
79_166_024__s69,0.0
79_166_143__s69,0.0
79_166_148__s69,0.0
79_178_015__s69,0.0
79_189_095__s69,0.0
79_189_134__s69,0.0
22_106_015__s69,0.0
22_106_093__s69,0.0
22_106_190__s69,0.0
22_106_191__s69,0.0
22_117_025__s69,0.0
22_117_030__s69,0.0
22_117_064__s69,0.0
22_117_128__s69,0.0
22_118_032__s69,0.0
22_118_155__s69,0.0
22_129_003__s69,0.0
22_129_164__s69,0.0
22_129_184__s69,0.0
22_130_056__s69,0.0
22_130_071__s69,0.0
22_141_077__s69,0.0
22_141_120__s69,0.0
22_142_170__s69,0.0
22_142_177__s69,0.0
22_154_104__s69,0.0
22_154_105__s69,0.0
22_154_147__s69,0.0
22_165_127__s69,0.0
22_166_190__s69,0.0
22_177_030__s69,0.0
22_177_053__s69,0.0
22_177_074__s69,0.0
22_177_091__s69,1.0
22_177_174__s69,0.0
22_178_019__s69,0.0
22_190_038__s69,0.0
22_190_102__s69,1.0
88_105_039__s69,0.0
88_105_060__s69,0.0
88_105_081__s69,0.0
88_105_144__s69,0.0
88_105_152__s69,0.0
88_106_139__s69,0.0
88_106_146__s69,1.0
88_117_057__s69,0.0
88_117_058__s69,1.0
88_117_132__s69,0.0
88_118_101__s69,0.0
88_118_128__s69,0.0
88_118_175__s69,0.0
88_118_188__s69,0.0
88_129_027__s69,0.0
88_129_086__s69,0.0
88_130_113__s69,0.0
88_141_099__s69,0.0
88_142_142__s69,0.0
88_142_144__s69,0.0
88_142_171__s69,0.0
88_142_177__s69,0.0
88_153_020__s69,1.0
88_153_034__s69,1.0
88_153_142__s69,0.0
88_153_172__s69,0.0
88_154_013__s69,0.0
88_154_096__s69,0.0
88_154_110__s69,0.0
88_154_145__s69,0.0
88_154_157__s69,0.0
88_154_171__s69,0.0
88_165_133__s69,0.0
88_165_174__s69,0.0
88_166_069__s69,0.0
88_166_094__s69,0.0
88_166_098__s69,0.0
88_166_114__s69,0.0
88_166_142__s69,0.0
88_177_005__s69,0.0
88_177_031__s69,0.0
88_177_071__s69,0.0
88_177_100__s69,0.0
88_177_110__s69,1.0
88_177_113__s69,1.0
88_177_171__s69,0.0
88_178_079__s69,0.0
88_189_151__s69,0.0
88_190_022__s69,0.0
88_190_046__s69,0.0
88_190_149__s69,1.0
88_190_177__s69,1.0
23_105_096__s69,0.0
23_105_138__s69,0.0
23_105_145__s69,0.0
23_106_076__s69,0.0
23_106_116__s69,1.0
23_117_111__s69,0.0
23_117_166__s69,0.0
23_118_055__s69,0.0
23_118_171__s69,0.0
23_129_037__s69,0.0
23_129_175__s69,0.0
23_129_183__s69,0.0
23_130_033__s69,0.0
23_130_057__s69,1.0
23_130_137__s69,0.0
23_130_158__s69,0.0
23_141_103__s69,0.0
23_141_125__s69,0.0
23_141_172__s69,0.0
23_142_019__s69,0.0
23_142_094__s69,0.0
23_142_118__s69,0.0
23_142_141__s69,0.0
23_153_116__s69,0.0
23_153_148__s69,0.0
23_153_189__s69,0.0
23_154_071__s69,0.0
23_154_102__s69,0.0
23_154_128__s69,0.0
23_165_012__s69,0.0
23_165_127__s69,0.0
23_165_139__s69,0.0
23_165_140__s69,0.0
23_166_023__s69,1.0
23_166_052__s69,0.0
23_177_075__s69,1.0
23_177_133__s69,0.0
23_177_148__s69,1.0
23_178_072__s69,0.0
23_178_132__s69,0.0
23_189_008__s69,0.0
23_189_113__s69,0.0
23_189_140__s69,0.0
23_190_008__s69,0.0
23_190_062__s69,0.0
20_105_005__s69,0.0
20_105_033__s69,0.0
20_105_048__s69,0.0
20_106_024__s69,1.0
20_106_030__s69,0.0
20_106_039__s69,0.0
20_106_054__s69,0.0
20_117_159__s69,0.0
20_118_051__s69,0.0
20_118_053__s69,1.0
20_118_124__s69,0.0
20_118_142__s69,0.0
20_129_046__s69,0.0
20_129_179__s69,0.0
20_130_040__s69,1.0
20_130_055__s69,0.0
20_130_087__s69,0.0
20_130_099__s69,0.0
20_141_019__s69,1.0
20_141_031__s69,0.0
20_141_074__s69,0.0
20_141_113__s69,0.0
20_141_120__s69,0.0
20_142_042__s69,1.0
20_142_117__s69,0.0
20_142_153__s69,0.0
20_142_181__s69,0.0
20_153_016__s69,0.0
20_154_115__s69,0.0
20_154_154__s69,0.0
20_154_159__s69,0.0
20_165_039__s69,0.0
20_165_050__s69,0.0
20_166_075__s69,0.0
20_177_067__s69,0.0
20_177_092__s69,1.0
20_177_108__s69,0.0
20_177_153__s69,0.0
20_177_159__s69,1.0
20_177_170__s69,1.0
20_177_179__s69,1.0
20_177_182__s69,0.0
20_178_058__s69,0.0
20_178_064__s69,0.0
20_178_105__s69,0.0
20_178_118__s69,0.0
20_189_034__s69,0.0
20_189_174__s69,1.0
20_189_180__s69,0.0
20_190_070__s69,0.0
20_190_098__s69,0.0
20_190_147__s69,0.0
20_190_152__s69,0.0
24_105_041__s69,0.0
24_105_079__s69,0.0
24_105_110__s69,0.0
24_105_134__s69,0.0
24_106_049__s69,0.0
24_106_052__s69,0.0
24_106_170__s69,0.0
24_117_023__s69,0.0
24_117_026__s69,0.0
24_118_096__s69,0.0
24_118_109__s69,0.0
24_118_114__s69,1.0
24_129_045__s69,0.0
24_129_140__s69,0.0
24_130_059__s69,0.0
24_130_070__s69,0.0
24_130_091__s69,0.0
24_130_189__s69,0.0
24_141_044__s69,0.0
24_141_108__s69,0.0
24_141_109__s69,0.0
24_142_065__s69,0.0
24_142_082__s69,0.0
24_142_159__s69,0.0
24_142_170__s69,0.0
24_153_015__s69,0.0
24_154_021__s69,0.0
24_154_115__s69,0.0
24_154_130__s69,0.0
24_165_151__s69,0.0
24_165_192__s69,0.0
24_166_078__s69,0.0
24_166_114__s69,0.0
24_166_179__s69,0.0
24_166_185__s69,0.0
24_177_171__s69,0.0
24_178_002__s69,0.0
24_178_039__s69,0.0
24_178_073__s69,0.0
24_178_104__s69,0.0
24_178_113__s69,0.0
24_178_160__s69,0.0
24_189_065__s69,0.0
24_190_006__s69,1.0
24_190_111__s69,1.0
24_190_133__s69,0.0
72_105_096__s69,0.0
72_106_060__s69,0.0
72_106_179__s69,1.0
72_117_004__s69,0.0
72_118_040__s69,0.0
72_118_136__s69,0.0
72_129_113__s69,0.0
72_130_014__s69,0.0
72_141_117__s69,0.0
72_142_023__s69,0.0
72_142_101__s69,0.0
72_153_012__s69,1.0
72_153_069__s69,0.0
72_153_075__s69,0.0
72_154_137__s69,0.0
72_154_172__s69,0.0
72_165_022__s69,0.0
72_165_168__s69,0.0
72_166_028__s69,1.0
72_166_093__s69,0.0
72_166_127__s69,0.0
72_178_013__s69,0.0
72_178_028__s69,0.0
72_178_059__s69,0.0
72_178_074__s69,0.0
72_178_176__s69,0.0
72_178_182__s69,0.0
72_189_085__s69,0.0
72_189_111__s69,0.0
72_189_174__s69,0.0
72_190_164__s69,0.0
15_105_033__s69,0.0
15_105_038__s69,0.0
15_105_149__s69,0.0
15_106_054__s69,1.0
15_106_065__s69,0.0
15_106_127__s69,0.0
15_117_054__s69,1.0
15_117_063__s69,0.0
15_117_191__s69,0.0
15_118_099__s69,0.0
15_118_144__s69,1.0
15_129_027__s69,0.0
15_129_028__s69,1.0
15_129_164__s69,0.0
15_130_031__s69,0.0
15_130_129__s69,0.0
15_130_160__s69,0.0
15_141_026__s69,0.0
15_141_059__s69,0.0
15_141_099__s69,0.0
15_141_126__s69,0.0
15_141_137__s69,0.0
15_141_140__s69,0.0
15_141_174__s69,0.0
15_142_047__s69,0.0
15_142_065__s69,0.0
15_153_006__s69,0.0
15_153_063__s69,0.0
15_153_072__s69,0.0
15_153_172__s69,0.0
15_154_134__s69,0.0
15_165_076__s69,0.0
15_165_124__s69,0.0
15_166_178__s69,0.0
15_177_044__s69,1.0
15_177_116__s69,0.0
15_177_142__s69,1.0
15_178_187__s69,0.0
15_189_050__s69,0.0
15_189_059__s69,0.0
15_190_190__s69,0.0
12_105_005__s69,0.0
12_105_082__s69,0.0
12_117_012__s69,0.0
12_117_059__s69,0.0
12_117_132__s69,0.0
12_117_134__s69,0.0
